time,speed
35.841,0.0
36.033,0.7267752379997036
37.041,0.39242080410152125
38.033,0.9029939752812035
39.041,0.4195572691202651
40.033,0.5846005334704817
41.041,0.28745763349597664
42.033,0.16878237537527546
43.137,0.08415857401847084
44.033,0.09109400974671049
45.041,2.229742427672277
46.033,2.848402422459946
47.042,1.496274389903886
48.033,1.0201114229650243
49.042,0.23477154914175535
50.033,0.04483334672415392
51.042,0.2811351938877701
52.097,0.03254480288720827
53.041,0.18708687682441624
54.033,0.1677753154643629
55.042,0.32893049526167434
56.033,0.38551941681660346
57.041,0.3925149931005331
58.034,0.6060222342147841
59.042,0.4928944699911381
60.034,0.39525217113231287
61.041,0.2854735057147938
62.082,0.22620512692616107
63.042,0.1304947769855601
64.146,0.11424783850337249
65.041,0.02227237537205611
66.034,0.05478311600627461
67.09,0.1019631746696264
68.081,0.10722422330515068
69.041,0.11543114679781771
70.034,0.06710175475033912
71.041,0.059385629887890035
72.146,0.02010400279314551
73.09,0.058831894516614136
74.034,0.02111628976958475
75.041,0.04109318222766637
76.034,0.04474304964182103
77.041,0.059385631893465796
78.034,0.11159506861311468
79.042,0.14569855704823803
80.098,0.14109798438992355
81.042,0.08951947127187476
82.034,0.10294646954222224
83.041,0.15836169047842863
84.034,0.23353242860998086
85.09,0.1952062205110012
86.033,0.16228086702228778
87.042,0.20561717881549893
88.033,0.1868178142849457
89.042,0.15907558811455233
90.033,0.11182029386825762
91.042,0.16688295178313148
92.082,0.19948821392957614
93.042,0.16108229272716254
94.098,0.14643844952267837
95.042,0.11824260235001788
96.098,0.013117177156169536
97.042,0.011766379862806523
98.034,0.13433881599539688
99.042,0.1786434627253989
100.033,0.0784583555774255
101.041,0.17874543140205645
102.033,0.19139273467506918
103.042,0.18286683518439295
104.034,0.16756135579512402
105.09,0.03935153066120473
106.034,0.1173876166588554
107.042,0.06660177620370686
108.034,0.06769827025117506
109.041,0.21356550521009224
110.081,0.19372120629674058
111.041,0.3018305505240188
112.033,0.1839755701195782
113.042,0.20589636161796543
114.034,0.21908009720375887
115.042,0.19448916903907232
116.034,0.19422140748573855
117.042,0.21633938531174543
118.033,0.17503540554366262
119.042,0.2176960654173809
120.05,0.2633815643642921
121.043,0.2168642641649961
122.033,0.2146650457571232
123.089,0.18876680294414688
124.033,0.17002885302382154
125.042,0.14517470443913763
126.033,0.14489756480766275
127.042,0.1199986308617817
128.098,0.08873963409095556
129.042,0.10731039404192373
130.033,0.094560092372375
131.042,0.0902257825661471
132.193,0.05832716201401727
133.042,0.050465999766887516
134.242,0.0627575975124958
135.138,0.047818787962309754
136.193,0.03938882378752673
137.042,0.0392414814711998
138.082,0.02279470170793811
139.042,0.04152869505751219
140.146,0.04609067507789037
141.09,0.03941419617618411
142.097,0.0470833987418049
143.25,0.048167658190339295
144.243,0.027898764076311908
145.043,0.017314670178331607
147.138,0.013223615065642208
148.082,0.011766379514701334
149.09,0.013741802995887705
150.147,0.03303537471194038
151.09,0.02884391702446183
152.147,0.022428091167268818
153.138,0.027446834696799274
154.386,0.015972575454837646
155.09,0.019675761019997236
156.034,0.00876712306154332
157.09,0.0
158.033,0.02884391508082515
159.186,0.017288615930300854
160.53,0.016528960909212742
161.042,0.054108345171440544
162.034,0.04555856348704935
163.042,0.03406226824415664
164.146,0.03370199400142279
165.042,0.009236790136462558
166.033,0.06681061072301396
167.042,0.3874493297755183
168.034,0.9354784309370447
169.042,1.1210207725848884
170.033,1.1120125160919738
171.042,1.0927505026464215
172.034,0.9263035823590365
173.042,0.574758378661731
174.033,0.13017088435405674
175.042,0.8501818169817046
176.034,1.2006063910571554
177.041,1.1506998324883222
178.033,1.1575874403149895
179.042,1.2227377764818883
180.033,1.288192336166781
181.041,1.2988406206235121
182.034,1.319023246729718
183.041,1.3849544219511456
184.034,1.3914844184751913
185.041,1.3049014559837118
186.033,1.1959165169868224
187.042,1.0960549932128825
188.033,1.1881130183870534
189.041,1.1094819070268596
190.033,1.127299430706341
191.041,1.1571790256761856
192.034,1.0245191626107577
193.042,1.1299711285860246
194.034,1.2139685692583242
195.041,1.140406327029115
196.034,1.1974648352478179
197.041,1.1808168703543807
198.034,1.2589814801796162
199.042,1.2079845186985199
200.035,1.1780226031254082
201.042,1.2704305782577239
202.034,1.3343480804585661
203.042,1.2993112402910214
204.034,1.3103716172872988
205.041,1.26531459744394
206.034,1.2577840723375753
207.041,1.2183130565030167
208.034,1.1622941221651137
209.041,1.1216325096786448
210.033,1.144533728777914
211.042,1.1443210377595519
212.035,1.1608160311773654
213.042,1.1298490378112158
214.034,1.1508578130730869
215.042,1.1451097488725002
216.034,1.0615702156390112
217.042,0.9891009602710529
218.034,0.9745129549392804
219.042,0.9363185096590678
220.034,0.911058403620492
221.041,0.9034884501208064
222.034,0.8909734128137043
223.041,0.8550776246345393
224.034,0.8646261298458829
225.042,0.7967951081140126
226.033,0.7550048413110656
227.042,0.7801621453915156
228.034,0.8280079469582551
229.042,0.7913736113534524
230.034,0.8280079723170944
231.042,0.8646883450994451
232.034,0.7504437771314221
233.041,0.7831093938678452
234.033,0.6634944366185288
235.042,0.6925894600859989
236.034,0.6767895936289835
237.042,0.5233631334349657
238.034,0.5963096550268574
239.043,0.4830822997393214
240.034,0.41087156203476244
241.041,0.2021232215323892
242.129,0.061427658889098034
243.089,0.05300471032963819
244.081,0.06674383671184224
245.089,0.06568441073228791
246.034,0.08225214576752612
247.09,0.0811476818884258
248.033,0.12683281397475996
249.042,0.1710548194004247
250.13,0.11128624312809181
251.09,0.0689686295370358
252.177,0.05708081005444357
253.09,0.10945676976451178
254.033,0.11470084601845561
255.043,0.07695868760840552
256.034,0.07367207991760709
257.042,0.10392458680324505
258.033,0.12970527370297016
259.042,0.08275955454194382
260.082,0.10345294460927604
261.09,0.04250592763911401
262.13,0.05327607094224187
263.042,0.0218573362918326
264.002,0.1044887028859833
265.042,0.08933812127184851
266.033,0.07047156582861029
267.09,0.0224281124270487
268.034,0.07274317992785179
269.138,0.0622006906725981
270.034,0.050439848180656985
271.09,0.05246885538235673
272.082,0.11170788542837835
273.09,0.07055510087787503
274.13,0.019167201307559837
275.023,0.03707160153195766
276.082,0.05470599122380411
277.042,0.07758970290627926
278.082,0.08029267694907383
279.041,0.08707443589889276
280.081,0.09549501858460784
281.137,0.05486140597159828
282.033,0.04781916522919097
283.025,0.05129487467135484
284.082,0.03151955796324754
285.089,0.05402185604869777
286.082,0.06248422535511043
287.042,0.04328680527644691
288.033,0.04784361900108917
289.089,0.022449350877335763
290.034,0.04701570506506077
291.09,0.05749605400622545
292.034,0.07058510964372536
293.091,0.0444384677262367
294.034,0.04227760050568957
295.091,0.04815204690969067
296.081,0.08919730291646324
297.041,0.04328680381881704
298.033,0.033591111097323476
299.042,0.02201677007090083
300.033,0.03523577836119345
301.137,0.05247612308613046
302.081,0.07013757802184001
303.041,0.30823612808390316
304.034,0.2740901680943995
305.041,0.15788258921283857
306.034,0.1205662665191386
307.041,0.10533971590534959
308.034,0.15856434713245227
309.042,0.13169148146370077
310.034,0.15020160350528552
311.042,0.08501183223887696
312.035,0.050007450003458506
313.026,0.01397757538921459
314.082,0.16005014926345182
315.041,0.02472003473206892
316.131,0.032035459623062604
317.042,0.038330023039667815
318.082,0.0911788955683119
319.042,0.04892400816513566
320.081,0.03186230119223533
321.041,0.05301740737232542
322.033,0.0788220370255555
323.025,0.07501423322693153
324.033,0.07382353072864999
325.024,0.05135894198732749
326.177,0.007177999971794507
327.282,0.01253554370035061
328.034,0.033016889315533024
329.282,0.033297540597840174
330.13,0.049003926751562496
331.025,0.05248207529676628
332.13,0.04606037208633819
333.138,0.0340622824424585
334.034,0.05242350131383667
335.042,0.05932704461295394
336.033,0.07479554419908341
337.025,0.09366092029813995
338.034,0.09208288888213959
339.09,0.0818356000364429
340.034,0.0844656250872751
341.09,0.10303031011796665
342.082,0.09772717884460862
343.09,0.09296606120319166
344.034,0.0907753541914687
345.025,0.08426273940099384
346.034,0.07382171109024102
347.042,0.058520665387112
348.082,0.04119804544271738
349.042,0.05300469844086665
350.082,0.08029266818251904
351.042,0.09678295462974217
352.033,0.10085621651659381
